ID,Texto da Súmula,Data de Aprovação
sumula 465," O regime de manutenção de salário, aplicável ao IAPM e ao IAPETC, exclui a indenização tarifada na Lei de Acidentes do Trabalho, mas não o benefício previdenciário. ",1964-10-01
sumula 466, Não é inconstitucional a inclusão de sócios e administradores de sociedades e titulares de firmas individuais como contribuintes obrigatórios da previdência social. ,1964-10-01
sumula 467," A base do cálculo das contribuições previdenciárias, anteriormente à vigência da Lei Orgânica da Previdência Social, é o salário mínimo mensal, observados os limites da L. 2.755 de 1956.  Data de Aprovação Sessão Plenária de ",1964-10-01
sumula 469," A multa de cem por cento, para o caso de mercadoria importada irregularmente, é calculada à base do custo de câmbio da categoria correspondente.  Data de Aprovação Sessão Plenária de ",1964-10-01
sumula 471, As emprêsas aeroviárias não estão isentas do impôsto de indústrias e profissões. ,1964-10-01
sumula 472," A condenação do autor em honorários de advogado, com fundamento no art. 64 do C. P. C., depende de reconvenção. ",1964-10-01
sumula 473," A administração pode anular seus próprios atos, quando eivados de vícios que os tornam ilegais, porque dêles não se originam direitos; ou revogá-los, por motivo de conveniência ou oportunidade, respeitados os direitos adquiridos, e ressalvada, em todos os casos, a apreciação judicial. ",1969-12-03
sumula 474," Não há direito líquido e certo, amparado pelo mandado de segurança, quando se escuda em lei cujos efeitos foram anulados por outra, declarada constitucional pelo Supremo Tribunal Federal. ",1969-12-03
sumula 475," A Lei nº 4.686, de 21-6-65, tem aplicação imediata aos processos em curso, inclusive em grau de recurso extraordinário. ",1969-12-03
sumula 476," Desapropriadas as ações de uma sociedade, o Poder desapropriante, imitido na posse, pode exercer, desde logo, todos os direitos inerentes aos respectivos títulos. ",1969-12-03
sumula 477," As concessões de terras devolutas situadas na faixa de fronteira, feitas pelos Estados, autorizam, apenas, o uso, permanecendo o domínio com a União, ainda que se mantenha inerte ou tolerante, em relação aos possuidores. ",1969-12-03
sumula 478," O provimento em cargos de Juízes substitutos do Trabalho, deve ser feito independentemente de lista tríplice, na ordem de classificação dos candidatos.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 480," Pertencem ao domínio e administração da União, nos têrmos dos arts. 4º, IV e 186, da Constituição Federal de 1967, as terras ocupadas por silvícolas.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 482," O locatário, que não fôr sucessor ou cessionário do que o precedeu na locação, não pode somar os prazos concedidos a este, para pedir a renovação do contrato, nos termos do Decreto nº 24.150.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 484," Pode, legitimamente, o proprietário pedir o prédio para a residência de filho, ainda que solteiro, de acordo com o art. 11, nº III, da Lei nº 4.494, de 25.11.64. ",1969-12-03
sumula 485," Nas locações regidas pelo Decreto nº 24.150, de 20 de abril de 1934, a presunção de sinceridade do retomante é relativa, podendo ser ilidida pelo locatário. ",1969-12-03
sumula 486," Admite-se a retomada para sociedade da qual o locador, ou seu cônjuge, seja sócio, com participação predominante no capital social. ",1969-12-03
sumula 487," Será deferida a posse a quem, evidentemente, tiver o domínio, se com base neste fôr ela disputada. ",1969-12-03
sumula 488," A preferência a que se refere o art. 9º da Lei nº 3.912, de 3-7-1961, constitui direito pessoal. Sua violação resolve-se em perdas e danos. ",1969-12-03
sumula 489," A compra e venda de automóvel não prevalece contra terceiros, de boa-fé, se o contrato não foi transcrito no Registro de Títulos e Documentos. ",1969-12-03
sumula 490, A pensão correspondente à indenização oriunda de responsabilidade civil deve ser calculada com base no salário-mínimo vigente ao tempo da sentença e ajustar-se-á às variações ulteriores. ,1969-12-03
sumula 491," É indenizável o acidente que cause a morte de filho menor, ainda que não exerça trabalho remunerado. ",1969-12-03
sumula 492," A emprêsa locadora de veículos responde, civil e solidariamente com o locatário, pelos danos por este causados a terceiro, no uso do carro locado. ",1969-12-03
sumula 493," O valor da indenização, se consistente em prestações periódicas e sucessivas, compreenderá, 	para 	que 	se 	mantenha 	inalterável 	na 	sua 	fixação, 	parcelas compensatórias do impôsto de renda, incidente sôbre os juros do capital gravado ou caucionado, nos termos dos arts. 911 e 912 do Código de Processo Civil. ",1969-12-03
sumula 494," A ação para anular venda de ascendente a descendente, sem consentimento dos demais, prescreve em vinte anos, contados da data do ato, revogada a Súmula nº 152. ",1969-12-03
sumula 495," A restituição em dinheiro da coisa vendida a crédito, entregue nos quinze dias anteriores ao pedido de falência ou de concordata, cabe, quando, ainda que consumida ou transformada, não faça o devedor prova de haver sido alienada a terceiro. ",1969-12-03
sumula 496," São válidos, porque salvaguardados pelas Disposições Constitucionais Transitórias da Constituição Federal de 1967, os decretos-leis expedidos entre 24 de janeiro e 15 de março de 1967. ",1969-12-03
sumula 497," Quando se tratar de crime continuado, a prescrição regula-se pela pena imposta na sentença, não se computando o acréscimo decorrente da continuação. ",1969-12-03
sumula 498," Compete à Justiça dos Estados, em ambas as instâncias, o processo e o julgamento dos crimes contra a economia popular. ",1969-12-03
sumula 499," Não obsta à concessão do ""sursis"" condenação anterior à pena de multa. ",1969-12-03
sumula 500, Não cabe a ação cominatória para compelir-se o réu a cumprir obrigação de dar. ,1969-12-03
sumula 501," Compete à Justiça ordinária estadual o processo e o julgamento, em ambas as instâncias, das causas de acidente do trabalho, ainda que promovidas contra a União, suas autarquias, emprêsas públicas ou sociedades de economia mista. ",1969-12-03
sumula 502," Na aplicação do art. 839 do C. Pr. Civ., com a redação da Lei nº 4.290, de 5.12.63, a relação valor da causa e salário mínimo vigente na Capital do Estado, ou do Território, para o efeito de alçada, deve ser considerada na data do ajuizamento do pedido. ",1969-12-03
sumula 503," A dúvida, suscitada por particular, sôbre o direito de tributar, manifestado por dois Estados, não configura litígio da competência originária do Supremo Tribunal Federal. ",1969-12-03
sumula 504," Compete à Justiça Federal, em ambas as instâncias, o processo e o julgamento das causas fundadas em contrato de seguro marítimo.",1969-12-03
sumula 505," Salvo quando contrariarem a Constituição, não cabe recurso para o Supremo Tribunal Federal, de quaisquer decisões da Justiça do Trabalho, inclusive dos presidentes de seus Tribunais.",1969-12-03
sumula 506," O agravo a que se refere o art. 4º da Lei nº 4.348, de 26.6.64, cabe, somente, do despacho do Presidente do Supremo Tribunal Federal que defere a suspensão da liminar, em mandado de segurança; não do que a denega. ",1969-12-03
sumula 507, A ampliação dos prazos a que se refere o art. 32 do Código de Processo Civil aplica-se aos executivos fiscais. ,1969-12-03
sumula 508," Compete à Justiça Estadual, em ambas as instâncias, processar e julgar as causas em que fôr parte o Banco do Brasil S. A. ",1969-12-03
sumula 509," A Lei nº 4.632, de 18.5.65, que alterou o art. 64 do Código de Processo Civil, aplica-se aos processos em andamento, nas instâncias ordinárias.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 511," Compete à Justiça Federal, em ambas as instâncias, processar e julgar as causas entre autarquias federais e entidades públicas locais, inclusive mandados de segurança, ressalvada a ação fiscal, nos termos da Constituição Federal de 1967, art. 119, § 3º. ",1969-12-03
sumula 512, Não cabe condenação em honorários de advogado na ação de mandado de segurança. ,1969-12-03
sumula 513," A decisão que enseja a interposição de recurso ordinário ou extraordinário não é a do plenário, que resolve o incidente de inconstitucionalidade, mas a do órgão (Câmaras, Grupos ou Turmas) que completa o julgamento do feito. ",1969-12-03
sumula 514," Admite-se ação rescisória contra sentença transitada em julgado, ainda que contra ela não se tenha esgotado todos os recursos. ",1969-12-03
sumula 515," A competência para a ação rescisória não é do Supremo Tribunal Federal, quando a questão federal, apreciada no recurso extraordinário ou no agravo de instrumento, seja diversa da que foi suscitada no pedido rescisório.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 517," As sociedades de economia mista só têm fôro na Justiça Federal, quando a União intervém como assistente ou opoente.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 519, Aplica-se aos executivos fiscais o princípio da sucumbência a que se refere o art. 64 do Código de Processo Civil.  Data de Aprovação Sessão Plenária de ,1969-12-03
sumula 521," O foro competente para o processo e julgamento dos crimes de estelionato, sob a modalidade da emissão dolosa de cheque sem provisão de fundos, é o do local onde se deu a recusa do pagamento pelo sacado. ",1969-12-03
sumula 522," Salvo ocorrência de tráfico para o Exterior, quando, então, a competência será da Justiça Federal, compete à Justiça dos Estados o processo e julgamento dos crimes relativos a entorpecentes. ",1969-12-03
sumula 523," No processo penal, a falta da defesa constitui nulidade absoluta, mas a sua deficiência só o anulará se houver prova de prejuízo para o réu. ",1969-12-03
sumula 524," Arquivado o inquérito policial, por despacho do juiz, a requerimento do promotor de justiça, não pode a ação penal ser iniciada, sem novas provas. ",1969-12-03
sumula 525," A medida de segurança não será aplicada em segunda instância, quando só o réu tenha recorrido. ",1969-12-03
sumula 526," Subsiste a competência do Supremo Tribunal Federal para conhecer e julgar a apelação, nos crimes da Lei de Segurança Nacional, se houve sentença antes da vigência do A.I. nº 2. ",1969-12-03
sumula 527," Após a vigência do Ato Institucional nº 6, que deu nova redação ao art. 114, III, da Constituição Federal de 1967, não cabe recurso extraordinário das decisões do juiz singular. ",1969-12-03
sumula 528," Se a decisão contiver partes autônomas, a admissão parcial, pelo Presidente do Tribunal a quo, de recurso extraordinário que, sôbre qualquer delas se manifestar, não limitará a apreciação de tôdas pelo Supremo Tribunal Federal, independentemente de interposição de agravo de instrumento. ",1969-12-03
sumula 529," Subsiste a responsabilidade do empregador pela indenização decorrente de acidente do trabalho, quando o segurador, por haver entrado em liquidação, ou por outro motivo, não se encontrar em condições financeiras, de efetuar, na forma da lei, o pagamento que o seguro obrigatório visava garantir. ",1969-12-03
sumula 530," Na legislação anterior ao art. 4º da Lei nº 4.749, de 12-8-1965, a contribuição para a previdência social não estava sujeita ao limite estabelecido no art. 69 da Lei nº 3.807, de 26 de agosto de 1960, sôbre o 13º salário a que se refere o art. 3º da Lei nº 4.281, de 8-1163. ",1969-12-03
sumula 531," É inconstitucional o Decreto nº 51.668, de 17-1-1963, que estabeleceu salário profissional para trabalhadores de transportes marítimos, fluviais e lacustres. ",1969-12-03
sumula 532," É constitucional a Lei nº 5.043, de 21.6.66, que concedeu remissão das dívidas fiscais oriundas da falta de oportuno pagamento de sêlo nos contratos particulares com a Caixa Econômica e outras entidades autárquicas. ",1969-12-03
sumula 533," Nas operações denominadas ""crediários"", com emissão de vales ou certificados para compras e nas quais, pelo financiamento, se cobram, em separado, juros, selos e outras despesas, incluir-se-á tudo no custo da mercadoria e sôbre esse preço global calcular-seá o impôsto de vendas e consignações. ",1969-12-03
sumula 534," O impôsto de importação sôbre o extrato alcoólico de malte, como matéria-prima para fabricação de whisky, incide à base de 60%, desde que desembarcado antes do Decretolei nº 398, de 30.12.1968. ",1969-12-03
sumula 535," Na importação, a granel, de combustíveis líquidos é admíssivel a diferença de pêso, para mais, até 4%, motivada pelas variações previstas no Decreto-lei nº 1.028, de 4-1-1939, art. 1º. ",1969-12-03
sumula 536," São objetivamente imunes ao impôsto sôbre circulação de mercadorias os produtos industrializados, em geral, destinados à exportação, além de outros, com a mesma destinação, cuja isenção a lei determinar. ",1969-12-03
sumula 537," É inconstitucional a exigência de impôsto estadual do sêlo, quando feita nos atos e instrumentos tributados ou regulados por lei federal, ressalvado o disposto no art. 15, § 5º, da Constituição Federal de 1946. ",1969-12-03
sumula 538," A avaliação judicial para o efeito do cálculo das benfeitorias dedutíveis do impôsto sôbre lucro imobiliário independe do limite a que se refere a Lei nº 3.470, de 28-11-1958, art. 8º, parágrafo único. ",1969-12-03
sumula 539," É constitucional a lei do Município que reduz o impôsto predial urbano sôbre imóvel ocupado pela residência do proprietário, que não possua outro. ",1969-12-03
sumula 540," No preço da mercadoria sujeita ao impôsto de vendas e consignações, não se incluem as despesas de frete e carreto. ",1969-12-03
sumula 541," O impôsto sôbre vendas e consignações não incide sôbre a venda ocasional de veículos e equipamentos usados, que não se insere na atividade profissional do vendedor, e não é realizada com o fim de lucro, sem caráter, pois, de comercialidade. ",1969-12-03
sumula 542," Não é inconstitucional a multa instituída pelo Estado-membro, como sanção pelo retardamento do início ou da ultimação do inventário. ",1969-12-03
sumula 543," A Lei nº 2.975, de 27-11-1965, revogou, apenas, as isenções de caráter geral, relativas ao impôsto único sôbre combustíveis, não as especiais, por outras leis concedidas.  Data de Aprovação Sessão Plenária de ",1969-12-03
sumula 545," Preços de serviços públicos e taxas não se confundem, porque estas, diferentemente daqueles, são compulsórias e têm sua cobrança condicionada à prévia autorização orçamentária, em relação à lei que as instituiu. ",1969-12-03
sumula 546," Cabe a restituição do tributo pago indevidamente, quando reconhecido por decisão, que o contribuinte de jure não recuperou do contribuinte de facto o quantum respectivo. ",1969-12-03
sumula 547," Não é lícito à autoridade proibir que o contribuinte em débito adquira estampilhas, despache mercadorias nas alfândegas e exerça suas atividades profissionais.",1969-12-03
sumula 548," É inconstitucional o Decreto-lei nº 643, de 19.6.47, artigo 4º, do Paraná, na parte que exige sêlo proporcional sôbre atos e instrumentos regulados por lei federal.",1969-12-03
sumula 549," A Taxa de Bombeiros do Estado de Pernambuco é constitucional, revogada a Súmula nº 274. ",1969-12-03
sumula 550," A isenção concedida pelo art. 2º da Lei nº 1.815 de 1953, às emprêsas de navegação aérea não compreende a taxa de melhoramento de portos, instituída pela Lei nº 3.421 de 1958. ",1969-12-03
sumula 551," É inconstitucional a taxa de urbanização da Lei número 2.320, de 20-12-1961, instituída pelo Município de Pôrto Alegre, porque seu fato gerador é o mesmo da transmissão imobiliária. ",1969-12-03
sumula 552," Com a regulamentação do art. 15 da Lei nº 5.316/67, pelo Decreto 71.037/72, tornou-se exeqüível a exigência da exaustão da via administrativa antes do início da ação de acidente do trabalho. ",1976-12-15
sumula 553," O Adicional ao Frete para Renovação da Marinha Mercante (AFRMM) é contribuição parafiscal, não sendo abrangido pela imunidade prevista na letra d, inciso III, do art. 19, da Constituição Federal. ",1976-12-15
sumula 554," O pagamento de cheque emitido sem provisão de fundos, após o recebimento da denúncia, não obsta ao prosseguimento da ação penal. ",1976-12-15
sumula 555, É competente o Tribunal de Justiça para julgar conflito de jurisdição entre Juiz de Direito do Estado e a Justiça Militar local. ,1976-12-15
sumula 556, É competente a Justiça comum para julgar as causas em que é parte sociedade de economia mista.  Data de Aprovação Sessão Plenária de ,1976-12-15
sumula 558," É constitucional o art. 27 do Decreto-lei 898, de 29.9.69. ",1976-12-15
sumula 559," O Decreto-lei 730, de 5.8.69, revogou a exigência de homologação, pelo Ministro da Fazenda, das Resoluções do Conselho de Política Aduaneira.  Data de Aprovação Sessão Plenária de ",1976-12-15
sumula 561," Em desapropriação, é devida a correção monetária até a data do efetivo pagamento da indenização, devendo proceder-se à atualização do cálculo, ainda que por mais de uma vez. ",1976-12-15
sumula 562," Na indenização de danos materiais decorrentes de ato ilícito cabe a atualização de seu valor, utilizando-se, para esse fim, dentre outros critérios, dos índices de correção monetária. ",1976-12-15
sumula 563," O concurso de preferência a que se refere o parágrafo único do art. 187 do Código Tributário Nacional é compatível com o disposto no art. 9º, inciso I, da Constituição Federal. ",1976-12-15
sumula 564," A ausência de fundamentação do despacho de recebimento de denúncia por crime falimentar enseja nulidade processual, salvo se já houver sentença condenatória. ",1976-12-15
sumula 565," A multa fiscal moratória constitui pena administrativa, não se incluindo no crédito habilitado em falência. ",1976-12-15
sumula 566," Enquanto pendente, o pedido de readaptação fundado em desvio funcional não gera direitos para o servidor, relativamente ao cargo pleiteado. ",1976-12-15
sumula 567," A constituição, ao assegurar, no § 3º do art. 102, a contagem integral do tempo de serviço público federal, estadual ou municipal para os efeitos de aposentadoria e disponibilidade não proíbe à União, aos Estados e aos Municípios mandarem contar, mediante lei, para efeito diverso, tempo de serviço prestado a outra pessoa de direito público interno. ",1976-12-15
sumula 568," A identificação criminal não constitui constrangimento ilegal, ainda que o indiciado já tenha sido identificado civilmente. ",1976-12-15
sumula 569," É inconstitucional a discriminação de alíquotas do imposto de circulação de mercadorias nas operações interestaduais, em razão de o destinatário ser, ou não, contribuinte. ",1976-12-15
sumula 570, O impôsto de circulação de mercadorias não incide sobre a importação de bens de capital. ,1976-12-15
sumula 571," O comprador de café ao IBC, ainda que sem expedição de nota fiscal, habilita-se, quando da comercialização do produto, ao crédito do ICM que incidiu sobre a operação anterior. ",1976-12-15
sumula 572," No cálculo do imposto de circulação de mercadorias devido na saída de mercadorias para o exterior, não se incluem fretes pagos a terceiros, seguros e despesas de embarque.",1976-12-15
sumula 573," Não constitui fato gerador do imposto de circulação de mercadorias a saída física de máquinas, utensílios e implementos a título de comodato.",1976-12-15
sumula 574," Sem lei estadual que a estabeleça, é ilegítima a cobrança do imposto de circulação de mercadorias sobre o fornecimento de alimentação e bebidas em restaurante ou estabelecimento similar.",1976-12-15
sumula 575," À mercadoria importada de país signatário do GATT, ou membro da ALALC, estende-se a isenção do imposto de circulação de mercadorias concedida a similar nacional.",1976-12-15
sumula 576," É lícita a cobrança do imposto de circulação de mercadorias sobre produtos importados sob o regime da alíquota ""zero"". ",1976-12-15
sumula 577," Na importação de mercadorias do exterior, o fato gerador do imposto de circulação de mercadorias ocorre no momento de sua entrada no estabelecimento do importador. ",1976-12-15
sumula 578," Não podem os Estados, a título de ressarcimento de despesas, reduzir a parcela de 20% do produto da arrecadação do imposto de circulação de mercadorias, atribuída aos Municípios pelo art. 23, § 8º, da Constituição Federal. ",1976-12-15
sumula 579, A cal virgem e a hidratada estão sujeitas ao imposto de circulação de mercadorias.,1976-12-15
sumula 580," A isenção prevista no art. 13, parágrafo único, do Decreto-lei 43/66, restringe-se aos filmes cinematográficos.",1976-12-15
sumula 581," A exigência de transporte em navio de bandeira brasileira, para efeito de isenção tributária, legitimou-se com o advento do Decreto-lei nº 666, de 2.7.69. ",1976-12-15
sumula 582," É constitucional a Resolução nº 640/69, do Conselho de Política Aduaneira, que reduziu a alíquota do imposto de importação para a soda cáustica, destinada a zonas de difícil distribuição e abastecimento. ",1976-12-15
sumula 583, Promitente-Comprador de imóvel residencial transcrito em nome de autarquia é contribuinte do imposto predial territorial urbano. Data de Aprovação Sessão Plenária de ,1976-12-15
sumula 585," Não incide o imposto de renda sobre a remessa de divisas para pagamento de serviços prestados no exterior, por empresa que não opera no Brasil. ",1976-12-15
sumula 586," Incide imposto de renda sobre os juros remetidos para o exterior, com base em contrato de mútuo.",1976-12-15
sumula 587, Incide imposto de renda sobre o pagamento de serviços técnicos contratados no exterior e prestados no Brasil.,1976-12-15
sumula 588," O imposto sobre serviços não incide sobre os depósitos, as comissões e taxas de desconto, cobrados pelos estabelecimentos bancários. ",1976-12-15
sumula 589, É inconstitucional a fixação de adicional progressivo do imposto predial e territorial urbano em função do número de imóveis do contribuinte.,1976-12-15
sumula 590," Calcula-se o imposto de transmissão causa mortis sobre o saldo credor da promessa de compra e venda de imóvel, no momento da abertura da sucessão do promitente vendedor.",1976-12-15
sumula 591," A imunidade ou a isenção tributária do comprador não se estende ao produtor, contribuinte do imposto sobre produtos industrializados. ",1976-12-15
sumula 592," Nos crimes falimentares, aplicam-se as causas interruptivas da prescrição, previstas no Código Penal. ",1976-12-15
sumula 593, Incide o percentual do Fundo de Garantia do Tempo de Serviço (FGTS) sobre a parcela da remuneração correspondente a horas extraordinárias de trabalho.,1976-12-15
sumula 594," Os direitos de queixa e de representação podem ser exercidos, independentemente, pelo ofendido ou por seu representante legal.",1976-12-15
sumula 595, É inconstitucional a taxa municipal de conservação de estradas de rodagem cuja base de cálculo seja idêntica à do imposto territorial rural.,1976-12-15
sumula 596," As disposições do Decreto 22.626/33 não se aplicam às taxas de juros e aos outros encargos cobrados nas operações realizadas por instituições públicas ou privadas, que integram o sistema financeiro nacional.",1976-12-15
sumula 597," Não cabem embargos infringentes de acórdão que, em mandado de segurança decidiu, por maioria de votos, a apelação.",1976-12-15
sumula 598, Nos embargos de divergência não servem como padrão de discordância os mesmos paradigmas invocados para demonstrá-la mas repelidos como não dissidentes no julgamento do recurso extraordinário.,1976-12-15
sumula 599," São incabíveis embargos de divergência de decisão de turma, em agravo regimental. (Cancelada)",1976-12-15
sumula 600," Cabe ação executiva contra o emitente e seus avalistas, ainda que não apresentado o cheque ao sacado no prazo legal, desde que não prescrita a ação cambiária.",1976-12-15
sumula 601," Os arts. 3º, II, e 55 da Lei Complementar nº 40/81 (Lei Orgânica do Ministério Público) não revogaram a legislação anterior que atribui a iniciativa para a ação penal pública, no processo sumário, ao juiz ou à autoridade policial, mediante Portaria ou Auto de Prisão em Flagrante. ",1984-10-17
sumula 602," Nas causas criminais, o prazo de interposição de Recurso Extraordinário é de 10 (dez) dias. ",1984-10-17
sumula 603, A competência para o processo e julgamento de latrocínio é do Juiz singular e não do Tribunal do Júri. ,1984-10-17
sumula 604, A prescrição pela pena em concreto é somente da pretensão executória da pena privativa de liberdade. ,1984-10-17
sumula 605, Não se admite continuidade delitiva nos crimes contra a vida. ,1984-10-17
sumula 606," Não cabe habeas corpus originário para o Tribunal Pleno de decisão de Turma, ou do Plenário, proferida em habeas corpus ou no respectivo recurso. ",1984-10-17
sumula 607," Na ação penal regida pela Lei nº 4611/65, a denúncia, como substitutivo da Portaria, não interrompe a prescrição. ",1984-10-17
sumula 608," No crime de estupro, praticado mediante violência real, a ação penal é pública incondicionada. ",1984-10-17
sumula 609, É pública incondicionada a ação penal por crime de sonegação fiscal. ,1984-10-17
sumula 610," Há crime de latrocínio, quando o homicídio se consuma, ainda que não realize o agente a subtração de bens da vítima. ",1984-10-17
sumula 611," Transitada em julgado a sentença condenatória, compete ao Juízo das execuções a aplicação de lei mais benigna. ",1984-10-17
sumula 612," Ao trabalhador rural não se aplicam, por analogia, os benefícios previstos na Lei nº 6367, de 19/10/76. ",1984-10-17
sumula 613," Os dependentes de trabalhador rural não têm direito à pensão previdenciária, se o óbito ocorreu anteriormente à vigência da Lei Complementar nº 11/71. ",1984-10-17
sumula 614, Somente o Procurador-Geral da Justiça tem legitimidade para propor ação direta interventiva por inconstitucionalidade de Lei Municipal.,1984-10-17
sumula 615, O princípio constitucional da anualidade (§ 29 do art. 153 da CF) não se aplica à revogação de isenção do ICM.,1984-10-17
sumula 616," É permitida a cumulação da multa contratual com os honorários de advogado, após o advento do Código de Processo Civil vigente. ",1984-10-17
sumula 617," A base de cálculo dos honorários de advogado em desapropriação é a diferença entre a oferta e a indenização, corrigidas ambas monetariamente. ",1984-10-17
sumula 618," Na desapropriação, direta ou indireta, a taxa dos juros compensatórios é de 12% (doze por cento) ao ano.",1984-10-17
sumula 619," A prisão do depositário judicial pode ser decretada no próprio processo em que se constituiu o encargo, independentemente da propositura de ação de depósito. (Revogada) ",1984-10-17
sumula 620," A sentença proferida contra Autarquias não está sujeita a reexame necessário, salvo quando sucumbente em execução de dívida ativa. ",1984-10-17
sumula 621, Não enseja embargos de terceiro à penhora a promessa de compra e venda não inscrita no registro de imóveis. ,1984-10-17
sumula 622, Não cabe agravo regimental contra decisão do relator que concede ou indefere liminar em mandado de segurança. ,2003-09-24
sumula 623," Não gera por si só a competência originária do Supremo Tribunal Federal para conhecer do mandado de segurança com base no art. 102, I, n, da Constituição, dirigir-se o pedido contra deliberação administrativa do tribunal de origem, da qual haja participado a maioria ou a totalidade de seus membros. ",2003-09-24
sumula 624, Não compete ao Supremo Tribunal Federal conhecer originariamente de mandado de segurança contra atos de outros tribunais. ,2003-09-24
sumula 625, Controvérsia sobre matéria de direito não impede concessão de mandado de segurança. ,2003-09-24
sumula 626," A suspensão da liminar em mandado de segurança, salvo determinação em contrário da decisão que a deferir, vigorará até o trânsito em julgado da decisão definitiva de concessão da segurança ou, havendo recurso, até a sua manutenção pelo Supremo Tribunal Federal, desde que o objeto da liminar deferida coincida, total ou parcialmente, com o da impetração. ",2003-09-24
sumula 627," No mandado de segurança contra a nomeação de magistrado da competência do Presidente da República, este é considerado autoridade coatora, ainda que o fundamento da impetração seja nulidade ocorrida em fase anterior do procedimento. ",2003-09-24
sumula 628, Integrante de lista de candidatos a determinada vaga da composição de tribunal é parte legítima para impugnar a validade da nomeação de concorrente.,2003-09-24
sumula 629, A impetração de mandado de segurança coletivo por entidade de classe em favor dos associados independe da autorização destes.,2003-09-24
sumula 630, A entidade de classe tem legitimação para o mandado de segurança ainda quando a pretensão veiculada interesse apenas a uma parte da respectiva categoria. ,2003-09-24
sumula 631," Extingue-se o processo de mandado de segurança se o impetrante não promove, no prazo assinado, a citação do litisconsorte passivo necessário. ",2003-09-24
sumula 632, É constitucional lei que fixa o prazo de decadência para a impetração de mandado de segurança. ,2003-09-24
sumula 633," É incabível a condenação em verba honorária nos recursos extraordinários interpostos em processo trabalhista, exceto nas hipóteses previstas na Lei 5.584/70. ",2003-09-24
sumula 634, Não compete ao Supremo Tribunal Federal conceder medida cautelar para dar efeito suspensivo a recurso extraordinário que ainda não foi objeto de juízo de admissibilidade na origem. ,2003-09-24
sumula 635, Cabe ao Presidente do Tribunal de origem decidir o pedido de medida cautelar em recurso extraordinário ainda pendente do seu juízo de admissibilidade. ,2003-09-24
sumula 636," Não cabe recurso extraordinário por contrariedade ao princípio constitucional da legalidade, quando a sua verificação pressuponha rever a interpretação dada a normas infraconstitucionais pela decisão recorrida. ",2003-09-24
sumula 637, Não cabe recurso extraordinário contra acórdão de Tribunal de Justiça que defere pedido de intervenção estadual em Município. ,2003-09-24
sumula 638," A controvérsia sobre a incidência, ou não, de correção monetária em operações de crédito rural é de natureza infraconstitucional, não viabilizando recurso extraordinário. ",2003-09-24
sumula 639, Aplica-se a Súmula 288 quando não constarem do traslado do agravo de instrumento as cópias das peças necessárias à verificação da tempestividade do recurso extraordinário não admitido pela decisão agravada. ,2003-09-24
sumula 640," É cabível recurso extraordinário contra decisão proferida por juiz de primeiro grau nas causas de alçada, ou por turma recursal de juizado especial cível e criminal. ",2003-09-24
sumula 641," Não se conta em dobro o prazo para recorrer, quando só um dos litisconsortes haja sucumbido. ",2003-09-24
sumula 642, Não cabe ação direta de inconstitucionalidade de lei do Distrito Federal derivada da sua competência legislativa municipal. ,2003-09-24
sumula 643, O Ministério Público tem legitimidade para promover ação civil pública cujo fundamento seja a ilegalidade de reajuste de mensalidades escolares. ,2003-09-24
sumula 644, Ao titular do cargo de procurador de autarquia não se exige a apresentação de instrumento de mandato para representá-la em juízo.,2003-09-24
sumula 645, É competente o Município para fixar o horário de funcionamento de estabelecimento comercial.,2003-09-24
sumula 646, Ofende o princípio da livre concorrência lei municipal que impede a instalação de estabelecimentos comerciais do mesmo ramo em determinada área. ,2003-09-24
sumula 647, Compete privativamente à União legislar sobre vencimentos dos membros das polícias civil e militar do Distrito Federal. ,2003-09-24
sumula 648," A norma do § 3º do art. 192 da Constituição, revogada pela EC 40/2003, que limitava a taxa de juros reais a 12% ao ano, tinha sua aplicabilidade condicionada à edição de lei complementar. ",2003-09-24
sumula 649," É inconstitucional a criação, por Constituição estadual, de órgão de controle administrativo do Poder Judiciário do qual participem representantes de outros Poderes ou entidades. ",2003-09-24
sumula 650," Os incisos I e XI do art. 20 da CF não alcançam terras de aldeamentos extintos, ainda que ocupadas por indígenas em passado remoto. ",2003-09-24
sumula 651," A medida provisória não apreciada pelo Congresso Nacional podia, até a EC 32/2001, ser reeditada dentro do seu prazo de eficácia de trinta dias, mantidos os efeitos de lei desde a primeira edição. ",2003-09-24
sumula 652," Não contraria a Constituição o art. 15, § 1º, do Dl. 3.365/41 (Lei da Desapropriação por utilidade pública). ",2003-09-24
sumula 653," No Tribunal de Contas estadual, composto por sete conselheiros, quatro devem ser escolhidos pela Assembléia Legislativa e três pelo Chefe do Poder Executivo estadual, cabendo a este indicar um dentre auditores e outro dentre membros do Ministério Público, e um terceiro a sua livre escolha. ",2003-09-24
sumula 654," A garantia da irretroatividade da lei, prevista no art 5º, XXXVI, da Constituição da República, não é invocável pela entidade estatal que a tenha editado. ",2003-09-24
